Date,StudentID,Grade,Attendance,Event,Weather,Temperature,DayOfWeek,Month,IsBeforeHoliday,IsAfterHoliday,DistanceKm,DistanceBand
2023-12-07,STU0071,Grade 10,0,normal,cloudy,27.7,Thursday,December,False,False,23.5,Very Far
2023-12-07,STU0072,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,23.48,Very Far
2023-12-07,STU0073,Grade 8,0,normal,cloudy,27.7,Thursday,December,False,False,4.28,Nearby
2023-12-07,STU0074,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,5.22,Nearby
2023-12-07,STU0075,Grade 10,1,normal,cloudy,27.7,Thursday,December,False,False,8.58,Moderate
2023-12-07,STU0076,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,19.06,Far
2023-12-07,STU0077,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,7.73,Moderate
2023-12-07,STU0078,Grade 8,1,normal,cloudy,27.7,Thursday,December,False,False,3.26,Nearby
2023-12-07,STU0079,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,20.93,Very Far
2023-12-07,STU0080,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,5.19,Nearby
2023-12-07,STU0081,Grade 8,1,normal,cloudy,27.7,Thursday,December,False,False,23.17,Very Far
2023-12-07,STU0082,Grade 8,1,normal,cloudy,27.7,Thursday,December,False,False,18.62,Far
2023-12-07,STU0083,Grade 8,1,normal,cloudy,27.7,Thursday,December,False,False,7.16,Moderate
2023-12-07,STU0084,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,21.5,Very Far
2023-12-07,STU0085,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,2.55,Nearby
2023-12-07,STU0086,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,20.91,Very Far
2023-12-07,STU0087,Grade 8,1,normal,cloudy,27.7,Thursday,December,False,False,0.76,Nearby
2023-12-07,STU0088,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,11.13,Moderate
2023-12-07,STU0089,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,0.86,Nearby
2023-12-07,STU0090,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,8.38,Moderate
2023-12-07,STU0091,Grade 9,1,normal,cloudy,27.7,Thursday,December,False,False,10.12,Moderate
2023-12-07,STU0092,Grade 10,1,normal,cloudy,27.7,Thursday,December,False,False,24.79,Very Far
2023-12-07,STU0093,Grade 8,1,normal,cloudy,27.7,Thursday,December,False,False,6.29,Nearby
2023-12-07,STU0094,Grade 8,1,normal,cloudy,27.7,Thursday,December,False,False,2.1,Nearby
2023-12-07,STU0095,Grade 8,1,normal,cloudy,27.7,Thursday,December,False,False,13.04,Far
2023-12-07,STU0096,Grade 10,1,normal,cloudy,27.7,Thursday,December,False,False,10.97,Moderate
2023-12-07,STU0097,Grade 10,1,normal,cloudy,27.7,Thursday,December,False,False,17.56,Far
2023-12-07,STU0098,Grade 9,0,normal,cloudy,27.7,Thursday,December,False,False,10.43,Moderate
2023-12-07,STU0099,Grade 10,1,normal,cloudy,27.7,Thursday,December,False,False,11.1,Moderate
2023-12-07,STU0100,Grade 9,0,normal,cloudy,27.7,Thursday,December,False,False,7.48,Moderate
2023-12-08,STU0001,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,16.41,Far
2023-12-08,STU0002,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,3.25,Nearby
2023-12-08,STU0003,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,14.66,Far
2023-12-08,STU0004,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,4.2,Nearby
2023-12-08,STU0005,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,5.79,Nearby
2023-12-08,STU0006,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,10.34,Moderate
2023-12-08,STU0007,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,8.91,Moderate
2023-12-08,STU0008,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,12.13,Moderate
2023-12-08,STU0009,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,12.75,Moderate
2023-12-08,STU0010,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,0.75,Nearby
2023-12-08,STU0011,Grade 9,0,normal,sunny,32.3,Friday,December,False,False,19.64,Very Far
2023-12-08,STU0012,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,2.78,Nearby
2023-12-08,STU0013,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,8.41,Moderate
2023-12-08,STU0014,Grade 9,0,normal,sunny,32.3,Friday,December,False,False,10.25,Moderate
2023-12-08,STU0015,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,6.65,Nearby
2023-12-08,STU0016,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,5.76,Nearby
2023-12-08,STU0017,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,3.04,Nearby
2023-12-08,STU0018,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,22.57,Very Far
2023-12-08,STU0019,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,3.28,Nearby
2023-12-08,STU0020,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,10.33,Moderate
2023-12-08,STU0021,Grade 9,0,normal,sunny,32.3,Friday,December,False,False,16.98,Far
2023-12-08,STU0022,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,2.86,Nearby
2023-12-08,STU0023,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,11.43,Moderate
2023-12-08,STU0024,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,24.74,Very Far
2023-12-08,STU0025,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,14.72,Far
2023-12-08,STU0026,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,8.21,Moderate
2023-12-08,STU0027,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,20.94,Very Far
2023-12-08,STU0028,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,3.72,Nearby
2023-12-08,STU0029,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,9.98,Moderate
2023-12-08,STU0030,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,14.48,Far
2023-12-08,STU0031,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,3.02,Nearby
2023-12-08,STU0032,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,22.05,Very Far
2023-12-08,STU0033,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,1.33,Nearby
2023-12-08,STU0034,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,5.96,Nearby
2023-12-08,STU0035,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,21.75,Very Far
2023-12-08,STU0036,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,3.79,Nearby
2023-12-08,STU0037,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,20.02,Very Far
2023-12-08,STU0038,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,23.26,Very Far
2023-12-08,STU0039,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,12.54,Moderate
2023-12-08,STU0040,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,9.83,Moderate
2023-12-08,STU0041,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,9.34,Moderate
2023-12-08,STU0042,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,6.32,Nearby
2023-12-08,STU0043,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,13.44,Far
2023-12-08,STU0044,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,12.46,Moderate
2023-12-08,STU0045,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,3.24,Nearby
2023-12-08,STU0046,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,6.97,Moderate
2023-12-08,STU0047,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,4.72,Nearby
2023-12-08,STU0048,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,17.08,Far
2023-12-08,STU0049,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,1.75,Nearby
2023-12-08,STU0050,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,7.82,Moderate
2023-12-08,STU0051,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,11.54,Moderate
2023-12-08,STU0052,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,2.63,Nearby
2023-12-08,STU0053,Grade 9,0,normal,sunny,32.3,Friday,December,False,False,10.93,Moderate
2023-12-08,STU0054,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,20.11,Very Far
2023-12-08,STU0055,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,12.49,Moderate
2023-12-08,STU0056,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,15.44,Far
2023-12-08,STU0057,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,13.39,Far
2023-12-08,STU0058,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,19.1,Far
2023-12-08,STU0059,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,24.46,Very Far
2023-12-08,STU0060,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,12.88,Moderate
2023-12-08,STU0061,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,23.92,Very Far
2023-12-08,STU0062,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,16.25,Far
2023-12-08,STU0063,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,21.84,Very Far
2023-12-08,STU0064,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,0.8,Nearby
2023-12-08,STU0065,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,5.19,Nearby
2023-12-08,STU0066,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,7.09,Moderate
2023-12-08,STU0067,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,5.83,Nearby
2023-12-08,STU0068,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,9.06,Moderate
2023-12-08,STU0069,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,14.06,Far
2023-12-08,STU0070,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,18.06,Far
2023-12-08,STU0071,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,23.5,Very Far
2023-12-08,STU0072,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,23.48,Very Far
2023-12-08,STU0073,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,4.28,Nearby
2023-12-08,STU0074,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,5.22,Nearby
2023-12-08,STU0075,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,8.58,Moderate
2023-12-08,STU0076,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,19.06,Far
2023-12-08,STU0077,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,7.73,Moderate
2023-12-08,STU0078,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,3.26,Nearby
2023-12-08,STU0079,Grade 9,0,normal,sunny,32.3,Friday,December,False,False,20.93,Very Far
2023-12-08,STU0080,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,5.19,Nearby
2023-12-08,STU0081,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,23.17,Very Far
2023-12-08,STU0082,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,18.62,Far
2023-12-08,STU0083,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,7.16,Moderate
2023-12-08,STU0084,Grade 8,0,normal,sunny,32.3,Friday,December,False,False,21.5,Very Far
2023-12-08,STU0085,Grade 9,0,normal,sunny,32.3,Friday,December,False,False,2.55,Nearby
2023-12-08,STU0086,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,20.91,Very Far
2023-12-08,STU0087,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,0.76,Nearby
2023-12-08,STU0088,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,11.13,Moderate
2023-12-08,STU0089,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,0.86,Nearby
2023-12-08,STU0090,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,8.38,Moderate
2023-12-08,STU0091,Grade 10,0,normal,sunny,32.3,Friday,December,False,False,10.12,Moderate
2023-12-08,STU0092,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,24.79,Very Far
2023-12-08,STU0093,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,6.29,Nearby
2023-12-08,STU0094,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,2.1,Nearby
2023-12-08,STU0095,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,13.04,Far
2023-12-08,STU0096,Grade 8,1,normal,sunny,32.3,Friday,December,False,False,10.97,Moderate
2023-12-08,STU0097,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,17.56,Far
2023-12-08,STU0098,Grade 9,1,normal,sunny,32.3,Friday,December,False,False,10.43,Moderate
2023-12-08,STU0099,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,11.1,Moderate
2023-12-08,STU0100,Grade 10,1,normal,sunny,32.3,Friday,December,False,False,7.48,Moderate
2023-12-11,STU0001,Grade 10,0,normal,sunny,27.3,Monday,December,False,False,16.41,Far
2023-12-11,STU0002,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,3.25,Nearby
2023-12-11,STU0003,Grade 9,0,normal,sunny,27.3,Monday,December,False,False,14.66,Far
2023-12-11,STU0004,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,4.2,Nearby
2023-12-11,STU0005,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,5.79,Nearby
2023-12-11,STU0006,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,10.34,Moderate
2023-12-11,STU0007,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,8.91,Moderate
2023-12-11,STU0008,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,12.13,Moderate
2023-12-11,STU0009,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,12.75,Moderate
2023-12-11,STU0010,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,0.75,Nearby
2023-12-11,STU0011,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,19.64,Very Far
2023-12-11,STU0012,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,2.78,Nearby
2023-12-11,STU0013,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,8.41,Moderate
2023-12-11,STU0014,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,10.25,Moderate
2023-12-11,STU0015,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,6.65,Nearby
2023-12-11,STU0016,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,5.76,Nearby
2023-12-11,STU0017,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,3.04,Nearby
2023-12-11,STU0018,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,22.57,Very Far
2023-12-11,STU0019,Grade 8,0,normal,sunny,27.3,Monday,December,False,False,3.28,Nearby
2023-12-11,STU0020,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,10.33,Moderate
2023-12-11,STU0021,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,16.98,Far
2023-12-11,STU0022,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,2.86,Nearby
2023-12-11,STU0023,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,11.43,Moderate
2023-12-11,STU0024,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,24.74,Very Far
2023-12-11,STU0025,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,14.72,Far
2023-12-11,STU0026,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,8.21,Moderate
2023-12-11,STU0027,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,20.94,Very Far
2023-12-11,STU0028,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,3.72,Nearby
2023-12-11,STU0029,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,9.98,Moderate
2023-12-11,STU0030,Grade 10,0,normal,sunny,27.3,Monday,December,False,False,14.48,Far
2023-12-11,STU0031,Grade 8,0,normal,sunny,27.3,Monday,December,False,False,3.02,Nearby
2023-12-11,STU0032,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,22.05,Very Far
2023-12-11,STU0033,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,1.33,Nearby
2023-12-11,STU0034,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,5.96,Nearby
2023-12-11,STU0035,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,21.75,Very Far
2023-12-11,STU0036,Grade 10,0,normal,sunny,27.3,Monday,December,False,False,3.79,Nearby
2023-12-11,STU0037,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,20.02,Very Far
2023-12-11,STU0038,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,23.26,Very Far
2023-12-11,STU0039,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,12.54,Moderate
2023-12-11,STU0040,Grade 10,0,normal,sunny,27.3,Monday,December,False,False,9.83,Moderate
2023-12-11,STU0041,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,9.34,Moderate
2023-12-11,STU0042,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,6.32,Nearby
2023-12-11,STU0043,Grade 8,0,normal,sunny,27.3,Monday,December,False,False,13.44,Far
2023-12-11,STU0044,Grade 8,0,normal,sunny,27.3,Monday,December,False,False,12.46,Moderate
2023-12-11,STU0045,Grade 10,0,normal,sunny,27.3,Monday,December,False,False,3.24,Nearby
2023-12-11,STU0046,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,6.97,Moderate
2023-12-11,STU0047,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,4.72,Nearby
2023-12-11,STU0048,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,17.08,Far
2023-12-11,STU0049,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,1.75,Nearby
2023-12-11,STU0050,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,7.82,Moderate
2023-12-11,STU0051,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,11.54,Moderate
2023-12-11,STU0052,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,2.63,Nearby
2023-12-11,STU0053,Grade 9,0,normal,sunny,27.3,Monday,December,False,False,10.93,Moderate
2023-12-11,STU0054,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,20.11,Very Far
2023-12-11,STU0055,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,12.49,Moderate
2023-12-11,STU0056,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,15.44,Far
2023-12-11,STU0057,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,13.39,Far
2023-12-11,STU0058,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,19.1,Far
2023-12-11,STU0059,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,24.46,Very Far
2023-12-11,STU0060,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,12.88,Moderate
2023-12-11,STU0061,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,23.92,Very Far
2023-12-11,STU0062,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,16.25,Far
2023-12-11,STU0063,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,21.84,Very Far
2023-12-11,STU0064,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,0.8,Nearby
2023-12-11,STU0065,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,5.19,Nearby
2023-12-11,STU0066,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,7.09,Moderate
2023-12-11,STU0067,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,5.83,Nearby
2023-12-11,STU0068,Grade 10,0,normal,sunny,27.3,Monday,December,False,False,9.06,Moderate
2023-12-11,STU0069,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,14.06,Far
2023-12-11,STU0070,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,18.06,Far
2023-12-11,STU0071,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,23.5,Very Far
2023-12-11,STU0072,Grade 10,0,normal,sunny,27.3,Monday,December,False,False,23.48,Very Far
2023-12-11,STU0073,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,4.28,Nearby
2023-12-11,STU0074,Grade 8,0,normal,sunny,27.3,Monday,December,False,False,5.22,Nearby
2023-12-11,STU0075,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,8.58,Moderate
2023-12-11,STU0076,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,19.06,Far
2023-12-11,STU0077,Grade 9,0,normal,sunny,27.3,Monday,December,False,False,7.73,Moderate
2023-12-11,STU0078,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,3.26,Nearby
2023-12-11,STU0079,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,20.93,Very Far
2023-12-11,STU0080,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,5.19,Nearby
2023-12-11,STU0081,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,23.17,Very Far
2023-12-11,STU0082,Grade 8,0,normal,sunny,27.3,Monday,December,False,False,18.62,Far
2023-12-11,STU0083,Grade 10,0,normal,sunny,27.3,Monday,December,False,False,7.16,Moderate
2023-12-11,STU0084,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,21.5,Very Far
2023-12-11,STU0085,Grade 9,1,normal,sunny,27.3,Monday,December,False,False,2.55,Nearby
2023-12-11,STU0086,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,20.91,Very Far
2023-12-11,STU0087,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,0.76,Nearby
2023-12-11,STU0088,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,11.13,Moderate
2023-12-11,STU0089,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,0.86,Nearby
2023-12-11,STU0090,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,8.38,Moderate
2023-12-11,STU0091,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,10.12,Moderate
2023-12-11,STU0092,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,24.79,Very Far
2023-12-11,STU0093,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,6.29,Nearby
2023-12-11,STU0094,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,2.1,Nearby
2023-12-11,STU0095,Grade 8,0,normal,sunny,27.3,Monday,December,False,False,13.04,Far
2023-12-11,STU0096,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,10.97,Moderate
2023-12-11,STU0097,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,17.56,Far
2023-12-11,STU0098,Grade 10,1,normal,sunny,27.3,Monday,December,False,False,10.43,Moderate
2023-12-11,STU0099,Grade 8,0,normal,sunny,27.3,Monday,December,False,False,11.1,Moderate
2023-12-11,STU0100,Grade 8,1,normal,sunny,27.3,Monday,December,False,False,7.48,Moderate
2023-12-12,STU0001,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,16.41,Far
2023-12-12,STU0002,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,3.25,Nearby
2023-12-12,STU0003,Grade 8,0,normal,sunny,27.9,Tuesday,December,False,False,14.66,Far
2023-12-12,STU0004,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,4.2,Nearby
2023-12-12,STU0005,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,5.79,Nearby
2023-12-12,STU0006,Grade 9,0,normal,sunny,27.9,Tuesday,December,False,False,10.34,Moderate
2023-12-12,STU0007,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,8.91,Moderate
2023-12-12,STU0008,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,12.13,Moderate
2023-12-12,STU0009,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,12.75,Moderate
2023-12-12,STU0010,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,0.75,Nearby
2023-12-12,STU0011,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,19.64,Very Far
2023-12-12,STU0012,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,2.78,Nearby
2023-12-12,STU0013,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,8.41,Moderate
2023-12-12,STU0014,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,10.25,Moderate
2023-12-12,STU0015,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,6.65,Nearby
2023-12-12,STU0016,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,5.76,Nearby
2023-12-12,STU0017,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,3.04,Nearby
2023-12-12,STU0018,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,22.57,Very Far
2023-12-12,STU0019,Grade 9,0,normal,sunny,27.9,Tuesday,December,False,False,3.28,Nearby
2023-12-12,STU0020,Grade 9,0,normal,sunny,27.9,Tuesday,December,False,False,10.33,Moderate
2023-12-12,STU0021,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,16.98,Far
2023-12-12,STU0022,Grade 8,0,normal,sunny,27.9,Tuesday,December,False,False,2.86,Nearby
2023-12-12,STU0023,Grade 8,0,normal,sunny,27.9,Tuesday,December,False,False,11.43,Moderate
2023-12-12,STU0024,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,24.74,Very Far
2023-12-12,STU0025,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,14.72,Far
2023-12-12,STU0026,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,8.21,Moderate
2023-12-12,STU0027,Grade 8,0,normal,sunny,27.9,Tuesday,December,False,False,20.94,Very Far
2023-12-12,STU0028,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,3.72,Nearby
2023-12-12,STU0029,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,9.98,Moderate
2023-12-12,STU0030,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,14.48,Far
2023-12-12,STU0031,Grade 10,0,normal,sunny,27.9,Tuesday,December,False,False,3.02,Nearby
2023-12-12,STU0032,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,22.05,Very Far
2023-12-12,STU0033,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,1.33,Nearby
2023-12-12,STU0034,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,5.96,Nearby
2023-12-12,STU0035,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,21.75,Very Far
2023-12-12,STU0036,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,3.79,Nearby
2023-12-12,STU0037,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,20.02,Very Far
2023-12-12,STU0038,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,23.26,Very Far
2023-12-12,STU0039,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,12.54,Moderate
2023-12-12,STU0040,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,9.83,Moderate
2023-12-12,STU0041,Grade 8,0,normal,sunny,27.9,Tuesday,December,False,False,9.34,Moderate
2023-12-12,STU0042,Grade 9,1,normal,sunny,27.9,Tuesday,December,False,False,6.32,Nearby
2023-12-12,STU0043,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,13.44,Far
2023-12-12,STU0044,Grade 8,1,normal,sunny,27.9,Tuesday,December,False,False,12.46,Moderate
2023-12-12,STU0045,Grade 10,0,normal,sunny,27.9,Tuesday,December,False,False,3.24,Nearby
2023-12-12,STU0046,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,6.97,Moderate
2023-12-12,STU0047,Grade 10,1,normal,sunny,27.9,Tuesday,December,False,False,4.72,Nearby
