student_id,year,grade,attendance_category,attendance_rate,study_hours_per_week,study_consistency,performance_trend,screen_time_hours,homework_completion_rate,academic_risk_score,behavioral_risk_score,overall_risk_score,Buddhism_score,English_score,Geography_score,History_score,ICT_score,Mathematics_score,Science_score,Sinhala_score
STU0228,2024,9,excellent,84.34,18.2,Sometimes,Stable,5,0.7949,16.15,16.52,29.98,97.03,88.83,90.84,95.09,91.1,87.63,77.22,96.61
STU0228,2025,10,excellent,86.53,18.2,Regular,Improving,7.3,0.7892,16.23,16.52,28.66,97.25,88.45,89.96,95.37,91.65,89.25,76.52,96.05
STU0229,2023,8,good,71.5,24.8,Regular,Declining,3.9,0.8376,7.46,9.2,35.66,97.59,94.4,76.56,88.31,86.32,88.47,92.82,88.5
STU0229,2024,9,good,75.76,24.8,Sometimes,Declining,1.7,0.8462,14.4,9.1,38.75,97.81,94.49,80.61,91.65,90.87,91.24,94.25,91.63
STU0229,2025,10,good,73.58,24.8,Rare,Declining,5.6,0.8419,5.84,9.13,34.91,98.18,95.44,83.62,93.78,91.82,94.31,95.48,93.38
STU0230,2023,8,good,77.5,12.6,Rare,Stable,4.9,0.6924,32.01,18.2,48.96,67.84,51.06,81.27,71.44,84.45,76.78,78.84,70.71
STU0230,2024,9,good,77.78,12.6,Rare,Stable,2.1,0.6923,30.71,18.13,47.32,71.59,54.09,83.61,76.15,85.77,80.18,81.99,74.71
STU0230,2025,10,good,82.9,12.6,Sometimes,Declining,6.8,0.693,29.71,18.13,41.29,76.43,58.07,83,79.32,87.93,82.98,82.75,77.85
STU0231,2023,8,excellent,83,14.4,Sometimes,Improving,7.8,0.9743,1.88,7.64,18.93,97.27,97.69,97.67,96.73,97.63,96.71,97.28,91.8
STU0231,2024,9,excellent,84.85,14.4,Rare,Declining,5.7,0.9744,1.64,7.72,20.25,96.98,97.28,97.77,96.99,97.72,97.67,97.7,94.76
STU0231,2025,10,excellent,85.49,14.4,Sometimes,Improving,2.1,0.9736,1.58,7.69,15.58,97.73,97.73,97.74,97.51,97.78,97.29,97.76,95.59
STU0232,2023,8,excellent,79.5,22.3,Sometimes,Declining,1.6,0.8376,5.75,12.6,35.74,96.7,97.02,96.44,92.67,97.73,87.81,97.58,86.28
STU0232,2024,9,excellent,83.33,22.3,Regular,Declining,6.6,0.8462,5.31,12.65,28.85,97.27,97.19,97.49,94.97,98.23,87.98,97.67,88.39
STU0232,2025,10,excellent,84.46,22.3,Regular,Stable,6.4,0.8419,4.95,12.62,25.75,97.46,98.17,97.72,94.28,97.92,91.62,97.75,90.77
STU0233,2023,8,at-risk,25,7.4,Regular,Declining,5.5,0.2818,100,60.8,90.2,29.12,15.88,22.08,19.88,28.4,42.5,22.57,15.47
STU0233,2024,9,at-risk,24.24,7.4,Sometimes,Improving,6.5,0.2821,100,60.89,90.22,32.79,19.16,23.85,21.59,30.37,42.09,24.36,16.16
STU0233,2025,10,at-risk,20.73,7.4,Rare,Improving,7.9,0.2806,100,60.76,90.19,36.13,19.34,25.17,21.4,33.95,45.28,26.23,18.77
STU0234,2023,8,excellent,91.5,17.2,Regular,Stable,5.2,0.8291,33.27,16.1,28.88,80.72,64.84,57.49,70.09,57.54,60.87,51.42,66.45
STU0234,2024,9,excellent,87.88,17.2,Regular,Stable,6.9,0.8205,32.05,16.02,32.67,82.57,69.18,61.35,73.67,61.3,63.22,53.65,73.03
STU0234,2025,10,excellent,82.9,17.2,Sometimes,Stable,1,0.8248,30.92,16.06,35.92,86.76,72.24,63.93,73.68,64.78,65.36,56.57,75.21
STU0235,2023,8,moderate,69,9.9,Rare,Declining,2.6,0.47,51.11,23.81,58.95,52.04,48.89,74.82,55.44,50.8,54.6,61.34,52.72
STU0235,2024,9,moderate,69.7,9.9,Rare,Stable,2.5,0.4615,42.18,23.63,54.89,55.32,51.35,77.48,59.6,52.51,57.04,64.19,55.36
STU0235,2025,10,moderate,65.8,9.9,Rare,Stable,2.3,0.4651,41.07,23.69,54.4,59.27,54.98,77.92,62.03,57.17,58.96,66.86,55.55
STU0236,2023,8,moderate,74,9.2,Rare,Stable,1.1,0.6667,23.05,16.14,44.41,87,82.23,75.4,70.26,73.99,74.2,83.14,84.79
STU0236,2024,9,moderate,72.22,9.2,Sometimes,Improving,4,0.6667,22.44,16.14,44.13,87.29,84.6,77.99,71.01,76.16,77.1,83.83,85.04
STU0236,2025,10,moderate,63.73,9.2,Rare,Declining,6.6,0.6667,21.85,16.14,43.87,88.3,85.83,77.68,73.61,78.53,77.65,84.92,89.26
STU0237,2023,8,good,77,6.8,Sometimes,Stable,6.9,0.6924,22.3,36.31,46.44,77.36,76.35,69.61,67.96,96.79,93.21,80.84,66.98
STU0237,2024,9,good,80.3,6.8,Sometimes,Improving,3.1,0.6923,21.29,36.31,45.29,80.25,79.3,70.73,72.05,97.37,95.21,83.23,69.38
STU0237,2025,10,good,73.58,6.8,Rare,Stable,3.2,0.693,20.49,36.31,48.3,82.75,84.04,73.81,74.14,97.36,95.89,87,72
STU0238,2023,8,excellent,81,13.1,Rare,Improving,2.5,0.9228,15.14,10.65,32.36,91.11,77.25,77.71,58.81,94.81,91.8,96.02,94.81
STU0238,2024,9,excellent,86.36,13.1,Rare,Improving,6.9,0.9231,21.06,10.55,27.58,91.42,81.14,83.04,63.92,94.97,93.96,96.86,96.02
STU0238,2025,10,excellent,86.01,13.1,Regular,Stable,6.8,0.9209,20.69,10.62,28.4,93.91,82.54,85.21,65.67,95.83,95.87,96.85,96.3
STU0239,2023,8,excellent,83,17.7,Regular,Declining,3.1,0.8119,5.27,12.46,29.75,97.36,97.77,97.15,95.59,96.37,97.66,97,91.05
STU0239,2024,9,excellent,92.93,17.7,Rare,Improving,1.6,0.8205,4.96,12.54,14.05,97.84,97.85,98.02,96.38,96.62,97.8,97.72,90.66
STU0239,2025,10,excellent,90.16,17.7,Rare,Improving,1.6,0.8155,4.78,12.48,19.94,98.44,98.48,97.63,97.67,97.7,97.84,97.16,93.34
STU0240,2023,8,good,75,10.8,Regular,Declining,2.7,0.7439,22.4,15.08,43.85,72.83,62.33,66.59,72.49,80.81,77.75,87.84,86.89
STU0240,2024,9,good,80.81,10.8,Regular,Declining,7.8,0.7436,28.94,15,45.1,74.41,62.25,68.87,74.86,82.08,80.71,88.43,86.21
STU0240,2025,10,good,76.68,10.8,Regular,Stable,4.2,0.7457,28.35,15.06,46.52,74.81,63.49,71.77,76.87,84.27,81.56,89.67,89.36
STU0241,2023,8,excellent,84,10.6,Rare,Improving,7,0.6409,31.82,16.68,36.25,78.89,70.05,81.54,54.65,85.38,78.88,90.93,62.69
STU0241,2024,9,excellent,85.35,10.6,Rare,Declining,1.8,0.641,31.45,16.75,39.42,80.07,73,82.12,56.38,86.33,79.43,92.92,62.02
STU0241,2025,10,excellent,79.79,10.6,Rare,Improving,6.1,0.6403,31.35,16.7,45.92,78.28,72.65,81.13,57.48,88.8,78.12,92.11,63.3
STU0242,2023,8,moderate,58.5,6.9,Regular,Stable,6.9,0.6152,31.47,42.86,54.88,93.77,92.01,78.26,56.21,72.64,69.96,74.64,88.27
STU0242,2024,9,moderate,58.08,6.9,Regular,Improving,6.4,0.6154,23.81,42.78,51.41,93.96,93.24,80.82,59.26,75.43,70.83,76.6,90.07
STU0242,2025,10,moderate,61.66,6.9,Regular,Stable,3.1,0.614,23.44,42.84,51.26,94.61,93.24,80.74,60.57,75.79,73.25,78.91,91.66
STU0243,2023,8,good,83.5,19.7,Sometimes,Declining,2.8,0.8805,3.56,8.29,31.44,97.61,96.73,94.81,97.83,97.7,97.73,97.47,96.73
STU0243,2024,9,good,78.79,19.7,Sometimes,Improving,5.1,0.8718,3.73,8.41,33.78,97.81,96.54,95.34,97.55,97.23,97.53,97.74,96.89
STU0243,2025,10,good,79.27,19.7,Sometimes,Stable,2.3,0.8775,3.53,8.37,33.68,97.93,96.19,96.44,97.83,97.8,97.98,97.69,96.5
STU0244,2023,8,irregular,48,4,Rare,Declining,4.7,0.462,100,42.38,85.6,43.55,51.85,54.65,46.23,39.12,29.5,19.35,48.42
STU0244,2024,9,irregular,47.98,4,Sometimes,Stable,6.3,0.4615,100,42.64,85.66,45.36,50.97,54.86,50.76,41.84,30.09,21.45,49.32
STU0244,2025,10,irregular,47.15,4,Regular,Improving,1.8,0.4651,100,42.54,85.63,46.63,52.29,56.6,51.92,44.08,33.38,24.85,51.03
STU0245,2023,8,good,79,11.6,Regular,Stable,2.2,0.7439,23.77,14.14,38.44,69.61,73.84,69.48,79.16,79.34,69.95,77.37,67.88
STU0245,2024,9,good,83.33,11.6,Rare,Declining,3.5,0.7436,23.42,14.15,30.17,71.74,77.25,70.92,75.15,81.64,70.62,77.73,68.91
STU0245,2025,10,good,77.2,11.6,Sometimes,Stable,5.6,0.7457,30.83,14.13,43.79,70.16,76.47,70.28,76.36,80.99,68.74,75.91,66.69
STU0246,2023,8,moderate,65,13.9,Rare,Declining,1.9,0.53,49.39,25.07,58.49,74.8,47.12,70.43,60.9,59.44,50.97,50.22,56.65
STU0246,2024,9,moderate,66.16,13.9,Regular,Declining,1.8,0.5385,48.72,25.07,58.19,77.89,47.48,71.18,62.5,60.83,51.6,51.78,57.4
STU0246,2025,10,moderate,62.18,13.9,Sometimes,Stable,5.3,0.5349,48.02,25.02,57.87,79.32,49.91,72.13,66.44,62.84,53.76,53.75,60.18
STU0247,2023,8,good,78,12.5,Regular,Declining,7.1,0.8633,16.92,12.7,40.79,92.66,80.5,78.89,83.8,92.39,86.29,81.22,83.33
STU0247,2024,9,good,85.35,12.5,Sometimes,Declining,5.7,0.8718,15.98,12.76,29.66,93,81.65,83.45,87.69,92.18,87.42,82.67,86.36
STU0247,2025,10,good,80.31,12.5,Regular,Declining,7.1,0.8682,7.15,12.69,33.02,94.6,83.5,86.02,90.1,94.82,89.36,84.41,88.87
STU0248,2023,8,good,77.5,16.3,Rare,Stable,4.3,0.7346,10.31,16.27,38.71,97.34,93.7,78.9,95,80.06,77.1,85.45,95.75
STU0248,2024,9,good,79.29,16.3,Sometimes,Stable,7.4,0.7436,17.81,16.41,42.12,97.54,94.43,81.78,94.12,81.58,75.46,88.01,96.78
STU0248,2025,10,good,70.98,16.3,Sometimes,Improving,5.2,0.7365,17.57,16.42,42.01,97.72,94.65,82.74,95.75,83.63,78.83,88.41,96.91
STU0249,2023,8,moderate,71,12.9,Sometimes,Declining,7.3,0.6244,33.27,23.4,50.82,62.41,69.58,56.23,84.93,83.35,63.44,87.15,76.38
STU0249,2024,9,moderate,69.19,12.9,Regular,Declining,1.6,0.6154,32.49,23.24,50.43,65.7,71.71,59.78,86.99,82.44,65.61,89.82,79.7
STU0249,2025,10,moderate,61.66,12.9,Sometimes,Stable,1.2,0.6232,24.32,23.37,46.79,68.29,73.38,63.65,90.45,87.15,67.29,92.05,81.39
STU0250,2023,8,moderate,72,9.3,Sometimes,Declining,6.3,0.8548,18.11,18.16,42.69,76.89,74.51,79,78.17,95.78,75.43,89.07,86.37
STU0250,2024,9,moderate,69.7,9.3,Rare,Stable,5.1,0.8462,18.33,18.17,42.79,76.83,76.39,78.47,79.75,95.5,74.03,87.35,86.73
STU0250,2025,10,moderate,73.58,9.3,Rare,Improving,5.4,0.8511,17.52,18.2,38.68,77.19,77.89,79.19,81.49,96.29,77.72,89.77,88.12
STU0251,2023,8,at-risk,29,3.7,Regular,Improving,2.2,0.2818,100,60.09,90.02,35.4,29.54,24.59,60.57,23.96,35.92,26.05,39.89
STU0251,2024,9,at-risk,35.35,3.7,Rare,Stable,6.8,0.2821,100,60.38,90.1,35.49,32.13,24.22,58.68,24.34,35.42,27.44,40.42
STU0251,2025,10,at-risk,32.12,3.7,Regular,Declining,3.6,0.2806,100,60.33,90.08,37.69,30.83,25.73,60.5,22.94,38.99,27.47,41.42
STU0252,2023,8,good,76,2.2,Regular,Stable,2.7,0.5894,100,37.06,84.27,52.3,31.72,28.65,33.75,40.36,42.75,60.11,26.9
STU0252,2024,9,good,70.2,2.2,Regular,Stable,7.2,0.5897,100,37.14,84.29,53.71,32.81,32.84,36.86,44.61,45.3,62.62,29.94
STU0252,2025,10,good,75.65,2.2,Regular,Declining,1.2,0.5876,100,37.1,84.28,58.33,35.37,36.97,38.2,42.67,48.26,65.63,32.11
STU0253,2023,8,moderate,61.5,13.9,Regular,Improving,1.3,0.6409,22,41.92,50.38,91.49,87.81,87.92,85.52,88.49,67.03,81.89,80.64
STU0253,2024,9,moderate,62.12,13.9,Regular,Stable,1.3,0.641,28.41,42,53.28,93.1,90.78,88.3,88.86,88.47,67.74,83.62,82.54
STU0253,2025,10,moderate,52.85,13.9,Rare,Stable,2.2,0.6403,27.94,41.94,53.06,94.23,91.97,89.97,87.78,89.33,69.78,83.74,85.06
STU0254,2023,8,moderate,60.5,11.5,Regular,Declining,7.9,0.8119,19.91,17.14,43.24,85.26,84.6,89.7,84.7,65.51,77.9,60.46,95.56
STU0254,2024,9,moderate,61.11,11.5,Sometimes,Improving,1.6,0.8205,18.97,17.3,42.86,87.48,85.8,90.43,87.96,67.63,78.58,62.36,96.44
STU0254,2025,10,moderate,64.77,11.5,Rare,Stable,5.6,0.8155,18.35,17.25,42.57,89.88,87.21,92.84,90.59,70.87,81.29,64.33,96.9
STU0255,2023,8,irregular,45.5,10,Regular,Stable,7.7,0.3498,100,26.82,81.71,49.65,56.07,45.56,28.41,31.57,35.35,59.85,56.09
STU0255,2024,9,irregular,49.49,10,Regular,Stable,2.3,0.359,100,26.64,81.66,53.55,58.09,45.84,31.43,32.48,36.71,62.27,58.62
STU0255,2025,10,irregular,40.93,10,Rare,Stable,6.5,0.3504,100,26.78,81.69,54.03,57.97,46.7,32.29,34.8,37.86,63,59.68
STU0256,2023,8,good,72.5,12.4,Sometimes,Stable,3.3,0.8119,25.74,10.58,44.23,79.96,72.91,59.16,86.86,92.69,95.04,85.65,81.26
STU0256,2024,9,good,76.77,12.4,Regular,Improving,5.4,0.8205,24.7,10.47,43.74,82.3,77.31,62.03,90.5,93.02,95.89,88.77,83.13
STU0256,2025,10,good,75.13,12.4,Regular,Declining,6.1,0.8155,17.39,10.51,40.45,84.86,77.49,64.76,90.29,93.25,96.22,88.8,86.57
STU0257,2023,8,good,76,17.5,Regular,Improving,7.2,0.8455,36.08,11.78,49.18,94.94,68.5,82.92,61.6,76.29,81.5,86.33,49.86
STU0257,2024,9,good,73.23,17.5,Sometimes,Improving,5,0.8462,27.18,11.8,45.18,94.7,71.33,82.76,66.93,80.47,83.92,90.28,52.18
STU0257,2025,10,good,82.38,17.5,Rare,Stable,7.6,0.8419,26.48,11.82,41.07,96,72.61,86.97,68.95,84.47,84.34,89.38,55.26
STU0258,2023,8,good,78.5,19,Regular,Improving,3.5,0.8119,5.22,9.1,32.54,97.47,97.02,98.09,97.82,97.67,97.73,96.57,88.41
STU0258,2024,9,good,78.79,19,Rare,Declining,5,0.8205,4.91,9.04,32.33,97.45,97.32,97.85,97.47,97.46,97.76,96.67,91.74
STU0258,2025,10,good,80.31,19,Regular,Improving,1.5,0.8155,4.9,9.1,31.11,97.9,97.29,97.88,97.83,97.58,97.72,97.54,92.77
STU0259,2023,8,good,84,13.1,Regular,Declining,5.9,0.6924,31.2,18.92,39.23,81.96,86.73,68.03,69.06,75.13,71.03,62,89.2
STU0259,2024,9,good,82.83,13.1,Regular,Declining,4.4,0.6923,30.97,18.92,42.97,82.77,87.56,70.24,71.03,74.75,70.47,60.9,89.73
STU0259,2025,10,good,83.42,13.1,Rare,Stable,3.2,0.693,30.45,18.94,40.82,84.34,89.03,71.46,71.85,79.49,69.51,62.35,89.99
STU0260,2023,8,good,74.5,15.4,Regular,Improving,5.1,0.7261,27.87,14.54,44.03,83.95,74.5,87.78,95.57,80.15,58.74,93.35,85.46
STU0260,2024,9,good,77.78,15.4,Rare,Declining,4.9,0.7179,19.86,14.58,42.58,87.18,79.66,90.23,96.02,85.08,62.81,94.6,88.74
STU0260,2025,10,good,73.06,15.4,Sometimes,Improving,1.2,0.7194,18.93,14.56,42.16,90.84,82.53,93.41,97.15,86.54,65.09,95.79,90.05
STU0261,2023,8,moderate,69,5.1,Rare,Stable,6.7,0.538,92.29,42.88,82.25,48.38,55.33,45.76,67.19,55.81,42,46.01,44.29
STU0261,2024,9,moderate,65.15,5.1,Regular,Stable,2.9,0.5385,75.87,42.88,74.86,50.57,58.52,45.81,66.83,58.59,41.74,45.98,45.37
STU0261,2025,10,moderate,59.59,5.1,Rare,Improving,1.5,0.5349,74.99,42.89,74.47,53.48,59.74,48.04,70.64,60.02,44.43,47.92,48.79
STU0262,2023,8,excellent,84,23.9,Sometimes,Declining,6,0.9743,10.31,8.46,28.12,97.6,97.79,91.53,97.75,91.08,96.35,94.85,97.71
STU0262,2024,9,excellent,84.85,23.9,Rare,Stable,5.7,0.9744,2.23,8.53,25.22,98.02,97.94,93.13,97.79,89.78,96.69,94.21,97.55
STU0262,2025,10,excellent,82.9,23.9,Regular,Declining,7.2,0.9736,2.25,8.51,25.63,97.74,97.81,93.03,97.58,91.35,96.39,94.26,97.65
STU0263,2023,8,good,84.5,15.4,Sometimes,Declining,7.5,0.9485,4.33,9.46,27.37,93.74,84.48,96.22,81.61,89.51,97.42,93.31,95.06
STU0263,2024,9,good,85.86,15.4,Sometimes,Declining,1.3,0.9487,3.5,9.36,23.98,95.01,88.82,97.25,87.75,92.64,97.82,93.74,95.93
STU0263,2025,10,good,84.97,15.4,Rare,Declining,1.2,0.9473,2.91,9.45,26.63,96.96,91.57,97.82,90.16,95.69,97.74,95.18,96.86
STU0264,2023,8,irregular,43,14.2,Regular,Improving,3.9,0.5558,66.36,29.01,67.11,63.35,53.31,57.9,65.94,46.67,24.97,53.54,58.58
STU0264,2024,9,irregular,40.4,14.2,Sometimes,Improving,3.7,0.5641,65.97,28.94,66.92,61.17,54.89,56.47,69.01,46.05,26.22,54.52,57.34
STU0264,2025,10,irregular,46.11,14.2,Rare,Stable,1.4,0.5613,65.38,28.94,66.65,66.58,55.46,60.39,68.22,45.67,28.74,55.36,60.87
STU0265,2023,8,good,74.5,15.4,Regular,Stable,6.1,0.9063,3.39,6.41,33.13,98.01,97.57,97.14,97.5,97.78,95.71,97.84,88.64
STU0265,2024,9,good,78.79,15.4,Regular,Stable,3.8,0.8974,3.46,6.52,24.74,97.73,97.17,97.51,97.88,97.76,94.66,97.72,92.62
STU0265,2025,10,good,73.58,15.4,Regular,Declining,6.8,0.9038,3.26,6.48,33.09,97.72,97.82,97.75,97.36,97.76,96.25,97.9,91.51
STU0266,2023,8,excellent,79.5,15.6,Sometimes,Improving,2.3,0.9743,2.17,10.12,33.5,97.28,97.87,95.48,95.56,94.15,92.29,97.8,96.95
STU0266,2024,9,excellent,85.86,15.6,Sometimes,Improving,1.8,0.9744,1.84,10.11,25.22,97.8,97.59,95.98,97.03,95.36,94.42,97.76,97.83
STU0266,2025,10,excellent,85.49,15.6,Sometimes,Declining,7,0.9736,1.64,10.14,25.22,97.82,97.84,96.46,97.22,96.49,96.22,97.77,97.97
STU0267,2023,8,excellent,85.5,23.3,Rare,Improving,5.8,0.8633,4.3,9.72,25.41,96.46,95.2,96.25,91.57,97.37,97.64,97.92,94.89
STU0267,2024,9,excellent,85.35,23.3,Sometimes,Improving,1.8,0.8718,4.08,9.87,24.48,96,96.39,96.2,90.78,97.83,97.74,97.61,95.84
STU0267,2025,10,excellent,85.49,23.3,Sometimes,Improving,1.6,0.8682,3.98,9.81,26.19,96.71,96.25,96.38,92.6,97.94,97.8,97.71,96.39
STU0268,2023,8,good,76.5,13.5,Sometimes,Improving,3,0.7518,19.25,11.51,41.54,91.34,68.84,85.25,72.11,90.14,95.34,93.36,72.96
STU0268,2024,9,good,74.24,13.5,Sometimes,Improving,6.2,0.7436,18.96,11.56,41.42,91.44,72.83,85.52,74.79,92.04,95.49,94.99,73.26
STU0268,2025,10,good,86.53,13.5,Regular,Declining,6.9,0.7457,18.25,11.54,29.23,92.22,75.51,88.06,75.71,94.04,94.91,96.06,75.19
STU0269,2023,8,excellent,83,20.9,Rare,Improving,6,0.7518,7.7,13.14,26.52,97.9,97.74,96.9,96.79,92.55,87.42,83.29,97.54
STU0269,2024,9,excellent,89.9,20.9,Regular,Stable,7.5,0.7436,15.75,13.19,21.5,97.75,98.06,97.82,97.39,93.12,87.6,83.56,97.68
STU0269,2025,10,excellent,82.38,20.9,Rare,Improving,3.5,0.7457,7.51,13.18,23.87,97.95,97.73,97.61,97.46,93.58,88.8,85.2,97.81
STU0270,2023,8,moderate,64.5,10,Regular,Improving,1.5,0.6409,33.46,19.14,49.84,52.22,86.61,64.11,63.78,77.69,83.64,74.29,62.41
STU0270,2024,9,moderate,70.2,10,Rare,Declining,5.4,0.641,33.21,19.14,47.59,51.12,85.35,65.46,62.94,78.64,85,76.18,63.37
STU0270,2025,10,moderate,68.91,10,Regular,Stable,1.4,0.6403,32.63,19.15,49.47,56.28,87.25,65.79,65.18,77.47,87,78.14,62.56
STU0271,2023,8,good,76,14.9,Sometimes,Declining,3.8,0.8713,16.45,9.66,38.26,94.93,66.49,95.87,71.59,93.09,90.51,78.79,93.53
STU0271,2024,9,good,76.26,14.9,Rare,Improving,7,0.8718,15.65,9.59,39.44,96.38,68.88,96.02,75.73,95.08,92,81.2,94.74
STU0271,2025,10,good,80.83,14.9,Sometimes,Stable,5.6,0.8682,14.68,9.6,31.03,97.3,73.41,97.11,81.04,95.47,94.7,84.48,96.73
STU0272,2023,8,moderate,66.5,14.8,Rare,Declining,5,0.7861,29.38,17.92,47.7,96.65,69.26,90.13,88.79,64.95,53.33,64.3,88.87
STU0272,2024,9,moderate,69.19,14.8,Sometimes,Stable,7.4,0.7949,28.32,17.77,47.19,97.2,69.4,91.77,90.17,66.85,57.01,66.87,91.02
STU0272,2025,10,moderate,57.51,14.8,Regular,Declining,7.1,0.7892,27.99,17.88,47.07,97.1,70.97,91.16,91.3,70.67,58.5,68.95,90.84
STU0273,2023,8,excellent,89,17.6,Regular,Improving,3.4,0.9743,11.92,8.7,23.35,97.84,96.05,94.23,97.5,93.16,84.79,82.54,93.2
STU0273,2024,9,excellent,84.85,17.6,Sometimes,Stable,1.2,0.9744,3.28,8.78,23.05,97.78,97.26,95.17,97.53,94.54,88.75,84.08,94.29
STU0273,2025,10,excellent,91.71,17.6,Rare,Stable,1.3,0.9736,2.65,8.76,15.92,97.66,97.62,95.37,97.85,97.3,90.72,88.56,95.5
STU0274,2023,8,good,83,17.6,Sometimes,Improving,7.1,0.8033,26.54,14.54,34.45,81.36,81.87,94.96,72.18,88.6,87.9,74.46,67.09
STU0274,2024,9,good,75.76,17.6,Sometimes,Improving,4.4,0.7949,19.03,14.49,42.19,84.23,83.94,95.03,69.96,90.5,91.02,75.4,70.57
STU0274,2025,10,good,80.31,17.6,Regular,Declining,7,0.7984,18.91,14.52,37.88,84.57,83.02,94.01,73.74,91.31,90.62,77.3,68.45
STU0275,2023,8,good,83,10.8,Regular,Stable,2.6,0.6924,22.87,14.22,43.84,86.34,80.75,80.73,90.6,74.8,75.96,76.65,63.6
STU0275,2024,9,good,75.25,10.8,Rare,Improving,7.7,0.6923,21.6,14.08,43.24,89.49,84.89,83.98,93.59,75.73,80.54,79.84,69.16
STU0275,2025,10,good,78.24,10.8,Regular,Stable,4.1,0.693,20.4,14.22,42.74,90.46,86.94,87.66,94.47,81.03,83.36,82.46,72.68
STU0276,2023,8,good,85,18.4,Sometimes,Improving,7.7,0.7261,8.84,9.92,25.81,82.15,94.05,92.77,85.13,94.25,90.72,93.78,96.41
STU0276,2024,9,good,81.82,18.4,Sometimes,Improving,6.9,0.7179,8.77,9.88,30.93,80.96,94.9,93.6,86.36,95.29,91.15,95.2,96.33
STU0276,2025,10,good,73.58,18.4,Rare,Declining,6.3,0.7194,8.42,9.9,36.27,84.92,95.42,94.22,89.18,93.51,92.17,95.27,96.29
STU0277,2023,8,excellent,87,27.2,Rare,Improving,2.7,0.9743,1.94,12.19,21.05,97.85,97.83,96.32,97.68,97.63,94.53,93.86,97.51
STU0277,2024,9,excellent,90.4,27.2,Regular,Declining,6.9,0.9744,1.94,12.2,19.44,97.63,97.85,96.99,98.1,96.97,93.95,94.08,97.77
STU0277,2025,10,excellent,89.64,27.2,Sometimes,Stable,4.5,0.9736,1.77,12.17,19.52,97.74,97.98,97.64,97.63,98,95.15,94.6,97.86
STU0278,2023,8,excellent,89,16.8,Sometimes,Declining,5.9,0.9228,12.7,12.93,22.06,97.46,95.57,91.78,96.28,95.5,90.16,77.94,97.17
STU0278,2024,9,excellent,88.38,16.8,Rare,Stable,3.9,0.9231,4.46,12.93,18.48,97.71,96.75,91.66,97.55,96.63,90.65,78.6,97.07
STU0278,2025,10,excellent,89.12,16.8,Rare,Improving,2.5,0.9209,4.3,12.93,18.25,97.47,97.22,93,97.08,96.29,91.72,79.72,97.26
STU0279,2023,8,excellent,88,17.8,Sometimes,Declining,7.7,0.8291,4.61,12.95,16.83,97.69,96.97,95.57,97.62,97.81,97.5,97.48,95.68
STU0279,2024,9,excellent,89.39,17.8,Rare,Declining,1.8,0.8205,4.64,12.95,14.75,97.19,97.19,96.31,97.9,97.68,97.62,97.82,97.04
STU0279,2025,10,excellent,88.08,17.8,Sometimes,Declining,5.3,0.8248,4.57,12.97,18.6,97.21,97.52,96.81,97.69,97.92,97.72,97.5,96.11
STU0280,2023,8,good,76.5,10.6,Rare,Declining,5.4,0.6409,30.12,15.46,44.86,92.75,82.55,96.04,83.13,66.94,77.01,74.4,75.38
STU0280,2024,9,good,72.73,10.6,Sometimes,Improving,5.4,0.641,22.26,15.54,41.23,94.09,83.43,96.45,84.93,69.44,79.2,78.12,79.64
STU0280,2025,10,good,73.58,10.6,Sometimes,Improving,7.5,0.6403,21.59,15.49,43.43,94.17,87.17,96.85,85.27,73.22,80.85,79.53,79.11
STU0281,2023,8,excellent,88.5,18.1,Rare,Stable,2.7,0.9485,13.88,6.87,19.38,97.71,96.96,93.18,94.36,90.55,76.75,69.52,94.76
STU0281,2024,9,excellent,86.87,18.1,Rare,Improving,5.2,0.9487,19.8,6.87,24.19,97.76,97.59,93.11,96.13,94.57,83.32,76.52,95.45
STU0281,2025,10,excellent,89.64,18.1,Sometimes,Stable,4.3,0.9473,3.81,6.91,14.62,98.04,97.47,95.11,97.57,95.88,86.92,81.36,97.33
STU0282,2023,8,at-risk,30,3.6,Regular,Stable,3.9,0.2818,100,62.33,90.58,36.77,25.84,15.27,37.52,21.37,12,18.95,21.98
STU0282,2024,9,at-risk,25.76,3.6,Rare,Declining,1.6,0.2821,100,62.54,90.64,41.21,28.69,15.84,40.85,24.98,13.18,21.24,23.58
STU0282,2025,10,at-risk,26.42,3.6,Rare,Declining,1.6,0.2806,100,62.51,90.63,43.16,31.66,16.03,44.43,25.97,15.53,24.55,27.89
STU0283,2023,8,good,70.5,13.7,Sometimes,Stable,1.8,0.7182,20.75,15.73,43.27,92.45,77.27,68.53,97.38,83.2,62.26,87.11,95.45
STU0283,2024,9,good,78.79,13.7,Rare,Stable,4.1,0.7179,27.8,15.73,46.44,91.33,79.83,67.23,96.9,83.57,63.43,86.32,95.58
STU0283,2025,10,good,69.43,13.7,Rare,Stable,3.1,0.7194,19.89,15.72,42.88,92.96,81.53,73.11,96.62,86.15,65.38,90.6,96.33
STU0284,2023,8,moderate,65,8.4,Regular,Improving,1,0.5043,49.98,43.89,63.47,70.85,63.01,53.8,56.23,54.94,56.03,62.77,41.35
STU0284,2024,9,moderate,74.24,8.4,Rare,Improving,4.3,0.5128,48.48,43.87,62.78,74.06,69.03,60.02,59.57,58.25,57.66,64.55,44.57
