attendance,avg_marks,study_hours,homework_rate,screen_time,study_consistency,recommendation_1,recommendation_2,recommendation_3
59.4,75.7,13.6,52.7,6.0,32.5,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
68.0,89.4,10.0,44.4,3.4,87.3,Attendance_Critical,ScreenTime_Warning,Marks_Success
65.9,36.8,13.3,69.7,1.6,11.6,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
70.7,46.2,10.8,39.5,6.7,31.7,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
60.5,50.1,15.0,46.9,1.2,30.8,Attendance_Critical,Consistency_Warning,StudyHours_Success
89.9,92.4,19.4,72.7,3.2,92.7,ScreenTime_Warning,StudyHours_Success,Marks_Success
58.7,81.0,5.6,96.0,4.2,45.6,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
60.5,91.4,16.9,31.7,1.2,36.9,Attendance_Critical,Consistency_Warning,StudyHours_Success
77.2,54.8,14.5,49.8,4.8,16.2,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Warning
70.4,36.1,6.7,72.7,7.1,35.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
61.1,49.4,3.5,51.1,6.2,55.6,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
92.9,72.0,18.7,55.9,2.4,86.4,StudyHours_Success,Consistency_Success,General_Balanced
92.9,86.6,14.2,49.4,7.1,79.2,Combo_HighScreen_LowHomework,ScreenTime_Critical,Marks_Success
56.4,75.3,19.8,81.3,3.6,84.1,Attendance_Critical,ScreenTime_Warning,StudyHours_Success
87.4,59.5,19.8,38.3,3.2,64.7,ScreenTime_Warning,StudyHours_Success,General_Balanced
81.6,28.0,18.8,69.4,1.1,88.3,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
55.5,79.1,6.3,76.3,7.4,60.6,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
70.9,64.9,4.1,46.0,2.5,92.2,Attendance_Critical,StudyHours_Critical,Consistency_Success
84.2,27.0,7.5,72.6,8.0,60.1,Attendance_Warning,StudyHours_Critical,Marks_Critical
97.5,23.7,10.0,49.4,2.2,82.8,Marks_Critical,Attendance_Success,Consistency_Success
77.5,80.3,2.5,54.9,2.6,30.9,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
78.8,25.6,5.4,83.4,3.9,37.3,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
73.1,76.3,2.4,77.8,1.7,17.9,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
61.5,70.1,8.9,32.6,7.2,24.7,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
51.2,74.6,4.2,95.1,1.4,91.2,Attendance_Critical,StudyHours_Critical,Consistency_Success
72.8,25.4,4.1,58.7,7.2,51.3,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
59.8,70.8,18.5,78.4,1.0,63.0,Attendance_Critical,StudyHours_Success,General_Balanced
90.6,39.5,11.6,78.0,6.6,82.4,Marks_Critical,ScreenTime_Critical,Consistency_Success
89.9,29.8,5.9,37.7,2.5,34.9,Combo_LowStudy_LowConsistency,StudyHours_Critical,Marks_Critical
99.5,52.5,11.7,89.8,4.3,98.9,ScreenTime_Warning,Attendance_Success,Consistency_Success
82.7,78.5,14.1,48.6,5.7,22.1,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
96.8,40.9,14.4,81.1,4.7,59.1,Combo_HighStudy_LowMarks,ScreenTime_Warning,Attendance_Success
70.1,23.7,14.0,97.4,1.2,63.9,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
60.9,88.1,5.7,95.7,6.0,76.5,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
88.9,22.0,14.7,37.0,2.7,10.6,Combo_HighStudy_LowMarks,Marks_Critical,Consistency_Warning
71.5,36.5,10.5,79.7,7.8,99.4,Attendance_Critical,Marks_Critical,ScreenTime_Critical
66.5,54.4,5.6,85.8,7.0,25.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
68.5,67.7,5.6,39.3,7.6,31.8,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
62.7,80.7,2.5,79.8,4.8,50.1,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
98.9,64.4,7.1,92.7,4.0,25.1,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Warning
58.6,52.6,14.5,90.3,2.0,65.7,Attendance_Critical,General_Balanced,General_Balanced
60.8,51.3,13.4,75.3,5.8,21.5,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
89.7,68.1,14.2,91.9,7.2,25.3,ScreenTime_Critical,Consistency_Warning,General_Balanced
65.5,56.9,16.0,53.4,1.9,10.4,Attendance_Critical,Consistency_Warning,StudyHours_Success
79.3,68.3,10.2,49.1,1.3,42.0,Attendance_Warning,General_Balanced,General_Balanced
96.6,77.7,9.2,83.3,2.6,16.4,Combo_LowStudy_LowConsistency,Consistency_Warning,Attendance_Success
61.7,82.0,3.3,77.4,4.6,82.5,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
81.5,33.8,7.7,58.6,7.5,34.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
71.4,63.3,2.6,48.7,3.4,96.2,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
97.1,50.4,9.0,49.3,3.0,71.2,ScreenTime_Warning,Attendance_Success,General_Balanced
89.7,72.9,11.8,69.2,2.4,39.7,Consistency_Warning,General_Balanced,General_Balanced
68.5,37.8,14.7,68.2,7.3,98.1,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
72.0,34.0,18.5,95.9,5.5,21.6,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
97.6,85.5,15.5,95.3,7.2,80.2,ScreenTime_Critical,Attendance_Success,StudyHours_Success
75.0,88.4,15.2,48.1,5.8,65.3,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
72.2,45.6,9.4,88.8,4.1,35.4,Combo_LowStudy_LowConsistency,Attendance_Critical,ScreenTime_Warning
67.6,69.1,5.1,59.0,5.0,95.4,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
63.3,88.1,18.0,49.2,1.2,62.5,Attendance_Critical,StudyHours_Success,Marks_Success
98.1,77.7,9.2,43.3,6.4,93.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
66.9,48.0,3.7,85.9,4.1,44.9,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
71.4,74.6,6.1,83.5,4.0,19.3,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
77.6,90.3,4.8,86.1,2.0,30.6,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
65.3,68.5,10.4,57.4,6.7,68.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
61.6,48.5,15.4,59.7,6.1,56.2,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
73.0,60.9,6.1,78.1,6.5,88.1,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
87.9,90.2,20.0,45.1,7.3,60.7,Combo_HighScreen_LowHomework,ScreenTime_Critical,StudyHours_Success
85.9,47.0,5.2,76.7,2.4,80.2,StudyHours_Critical,Consistency_Success,General_Balanced
97.0,22.6,7.0,56.5,1.5,63.5,StudyHours_Critical,Marks_Critical,Attendance_Success
78.3,94.1,15.7,72.7,7.3,15.5,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
67.6,66.9,11.7,36.9,1.1,40.4,Attendance_Critical,General_Balanced,General_Balanced
81.8,83.4,19.0,94.2,2.8,82.9,Attendance_Warning,StudyHours_Success,Marks_Success
95.7,21.2,6.6,69.7,2.6,70.4,StudyHours_Critical,Marks_Critical,Attendance_Success
52.9,70.5,17.0,34.2,3.5,28.3,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
53.9,81.7,2.6,53.9,1.2,55.7,Attendance_Critical,StudyHours_Critical,Marks_Success
76.5,94.7,10.8,31.9,1.2,51.5,Attendance_Warning,Marks_Success,General_Balanced
90.1,66.7,6.6,92.9,1.0,56.4,StudyHours_Critical,General_Balanced,General_Balanced
71.4,68.9,3.0,35.5,7.5,81.4,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
69.0,51.1,18.1,86.9,4.6,49.4,Attendance_Critical,ScreenTime_Warning,StudyHours_Success
83.7,82.8,19.3,81.6,3.8,12.9,Attendance_Warning,ScreenTime_Warning,Consistency_Warning
82.6,37.5,16.6,81.2,3.3,22.2,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
60.4,55.6,3.0,46.7,7.1,13.7,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
97.1,53.1,19.8,89.5,2.8,87.3,Attendance_Success,StudyHours_Success,Consistency_Success
99.9,55.2,10.8,67.3,2.1,61.9,Attendance_Success,General_Balanced,General_Balanced
94.5,81.6,11.0,73.8,4.4,85.9,ScreenTime_Warning,Marks_Success,Consistency_Success
92.7,46.6,9.7,80.3,1.5,12.7,Combo_LowStudy_LowConsistency,Consistency_Warning,General_Balanced
71.3,20.9,12.1,49.8,6.4,41.5,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
85.3,81.7,2.7,92.0,2.1,12.0,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
69.5,22.8,19.9,61.9,3.7,27.7,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
65.4,53.4,7.2,35.4,4.1,68.2,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
57.5,62.1,17.0,41.6,2.2,81.5,Attendance_Critical,StudyHours_Success,Consistency_Success
55.8,92.6,18.0,37.7,5.8,71.1,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
96.6,63.7,6.9,91.0,3.0,58.0,StudyHours_Critical,Attendance_Success,General_Balanced
86.7,79.1,18.3,76.5,1.0,44.2,StudyHours_Success,General_Balanced,General_Balanced
69.0,33.0,2.4,49.9,1.2,82.4,Attendance_Critical,StudyHours_Critical,Marks_Critical
86.8,83.3,5.8,52.2,6.8,74.0,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
76.6,83.6,3.2,71.5,4.5,30.8,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
58.6,78.1,15.4,77.9,1.9,40.6,Attendance_Critical,StudyHours_Success,General_Balanced
90.5,88.6,3.9,46.0,6.6,70.2,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
97.2,88.1,14.4,97.2,5.1,97.1,ScreenTime_Critical,Attendance_Success,Marks_Success
81.6,69.1,15.2,96.6,5.1,15.3,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
53.3,91.7,4.0,81.8,6.1,89.4,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
53.1,90.9,14.8,47.7,5.1,37.0,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
88.1,92.2,8.0,96.2,1.3,89.0,StudyHours_Critical,Marks_Success,Consistency_Success
90.8,20.6,6.1,94.0,6.8,12.0,Combo_LowStudy_LowConsistency,StudyHours_Critical,Marks_Critical
94.2,39.3,17.6,73.5,7.6,17.8,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Critical
82.1,21.2,10.7,41.9,3.7,49.3,Attendance_Warning,Marks_Critical,ScreenTime_Warning
72.4,66.0,7.1,42.0,6.9,27.4,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
80.1,40.3,18.1,41.5,1.6,31.0,Combo_HighStudy_LowMarks,Attendance_Warning,Consistency_Warning
81.1,41.1,8.0,78.9,5.4,57.6,Attendance_Warning,ScreenTime_Critical,General_Balanced
55.5,55.7,14.8,52.3,6.4,73.1,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
57.0,62.7,7.8,33.5,4.7,31.1,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
80.1,25.1,7.4,97.5,4.6,55.8,Attendance_Warning,StudyHours_Critical,Marks_Critical
53.1,88.7,16.2,98.8,1.0,57.3,Attendance_Critical,StudyHours_Success,Marks_Success
90.3,74.6,18.8,75.8,6.1,12.1,ScreenTime_Critical,Consistency_Warning,StudyHours_Success
83.3,46.5,14.7,92.2,3.8,87.2,Combo_HighStudy_LowMarks,Attendance_Warning,ScreenTime_Warning
93.7,20.6,3.6,49.0,6.7,97.2,Combo_HighScreen_LowHomework,StudyHours_Critical,Marks_Critical
86.5,69.2,5.7,43.7,1.2,48.2,StudyHours_Critical,General_Balanced,General_Balanced
60.9,55.5,18.4,90.6,7.6,19.6,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
76.3,86.8,6.7,57.5,5.8,81.2,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
93.9,66.7,6.6,78.5,8.0,53.4,StudyHours_Critical,ScreenTime_Critical,General_Balanced
56.0,45.6,10.2,78.2,7.5,34.9,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
57.5,71.7,17.6,72.0,2.4,91.8,Attendance_Critical,StudyHours_Success,Consistency_Success
81.8,52.6,7.8,87.0,7.5,25.9,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
53.0,64.0,13.6,39.8,7.1,62.5,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
73.7,64.1,2.5,44.8,4.4,67.9,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
81.3,33.8,5.1,90.0,1.5,62.8,Attendance_Warning,StudyHours_Critical,Marks_Critical
54.9,60.3,14.4,35.0,6.7,99.2,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
82.1,52.6,9.6,82.0,3.7,25.3,Combo_LowStudy_LowConsistency,Attendance_Warning,ScreenTime_Warning
88.4,67.2,17.9,32.2,2.7,71.7,StudyHours_Success,General_Balanced,General_Balanced
93.5,44.7,6.7,49.9,3.5,61.7,StudyHours_Critical,ScreenTime_Warning,General_Balanced
90.6,52.0,3.7,73.4,7.6,52.0,StudyHours_Critical,ScreenTime_Critical,General_Balanced
94.2,61.4,3.7,42.7,2.7,21.0,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
75.9,66.2,4.7,76.8,6.1,57.4,Attendance_Warning,StudyHours_Critical,ScreenTime_Critical
73.4,70.1,2.7,98.9,2.9,30.5,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
87.4,57.5,11.8,35.1,6.6,65.2,Combo_HighScreen_LowHomework,ScreenTime_Critical,General_Balanced
65.8,46.4,18.4,99.5,4.3,85.1,Combo_HighStudy_LowMarks,Attendance_Critical,ScreenTime_Warning
97.0,42.7,8.7,73.4,2.2,89.1,Attendance_Success,Consistency_Success,General_Balanced
66.3,52.4,9.7,48.2,7.7,94.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
58.7,37.4,5.1,33.3,3.9,22.9,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
87.1,55.8,13.2,31.2,2.8,22.8,Consistency_Warning,General_Balanced,General_Balanced
80.8,26.0,15.3,79.6,5.8,43.7,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
84.4,54.4,8.4,79.5,3.9,20.5,Combo_LowStudy_LowConsistency,Attendance_Warning,ScreenTime_Warning
66.8,89.7,13.6,96.8,4.6,17.6,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
72.3,56.1,3.5,35.4,4.4,28.0,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
87.2,81.8,6.8,31.6,7.2,20.6,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
81.9,23.4,11.0,82.8,1.1,74.1,Attendance_Warning,Marks_Critical,General_Balanced
64.6,31.3,9.8,59.7,7.3,68.9,Combo_HighScreen_LowHomework,Attendance_Critical,Marks_Critical
66.1,56.5,17.6,90.6,5.5,62.3,Attendance_Critical,ScreenTime_Critical,StudyHours_Success
52.4,59.1,18.2,79.2,7.6,18.0,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
74.2,76.0,2.2,79.0,7.1,80.9,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
77.0,75.3,16.3,89.0,4.5,49.2,Attendance_Warning,ScreenTime_Warning,StudyHours_Success
77.1,77.8,19.7,35.6,5.2,44.7,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
84.5,34.6,7.0,36.5,3.3,55.6,Attendance_Warning,StudyHours_Critical,Marks_Critical
60.7,93.2,19.4,81.6,1.9,99.3,Attendance_Critical,StudyHours_Success,Marks_Success
78.9,51.1,8.4,64.5,3.5,53.1,Attendance_Warning,ScreenTime_Warning,General_Balanced
81.1,66.4,5.9,93.1,2.4,92.6,Attendance_Warning,StudyHours_Critical,Consistency_Success
78.3,46.8,15.8,92.4,5.2,79.5,Combo_HighStudy_LowMarks,Attendance_Warning,ScreenTime_Critical
58.8,64.9,2.8,62.0,6.6,41.2,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
82.3,55.3,7.8,97.7,5.7,87.6,Attendance_Warning,StudyHours_Critical,ScreenTime_Critical
90.9,75.2,4.2,98.8,3.6,42.5,StudyHours_Critical,ScreenTime_Warning,General_Balanced
76.1,36.1,19.4,41.2,1.1,56.8,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
50.4,89.6,8.1,91.0,4.2,23.0,Combo_LowStudy_LowConsistency,Attendance_Critical,ScreenTime_Warning
50.8,32.2,17.0,58.2,3.8,89.1,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
93.3,24.6,13.9,73.4,2.0,85.0,Combo_HighStudy_LowMarks,Marks_Critical,Consistency_Success
70.0,21.3,18.5,95.0,1.5,67.4,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
84.2,36.3,8.5,45.8,3.8,68.7,Attendance_Warning,Marks_Critical,ScreenTime_Warning
71.3,82.7,11.4,34.1,1.8,61.0,Attendance_Critical,Marks_Success,General_Balanced
55.8,88.5,15.9,61.9,3.5,72.0,Attendance_Critical,ScreenTime_Warning,StudyHours_Success
76.1,22.7,7.0,44.4,3.9,16.2,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
75.1,23.8,12.6,69.0,2.7,96.8,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
85.8,67.3,17.4,73.1,3.3,94.2,ScreenTime_Warning,StudyHours_Success,Consistency_Success
98.4,45.8,2.8,66.4,4.4,15.3,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
86.5,46.1,6.6,55.9,5.2,14.4,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
86.3,78.5,19.0,66.4,5.9,84.4,Combo_HighScreen_LowHomework,ScreenTime_Critical,StudyHours_Success
73.3,70.1,11.2,99.5,4.2,76.4,Attendance_Critical,ScreenTime_Warning,General_Balanced
66.1,77.3,11.1,33.6,6.7,82.3,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
72.3,52.9,12.9,68.7,2.5,25.2,Attendance_Critical,Consistency_Warning,General_Balanced
83.9,61.9,4.5,41.5,2.1,28.2,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
67.6,64.0,4.4,90.1,3.2,50.1,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
58.8,89.5,2.2,69.6,1.6,12.4,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
54.4,32.4,3.7,87.6,7.2,92.8,Attendance_Critical,StudyHours_Critical,Marks_Critical
88.0,74.8,4.2,76.3,1.7,93.7,StudyHours_Critical,Consistency_Success,General_Balanced
57.7,90.7,3.2,58.5,6.9,15.6,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
91.2,81.2,13.8,59.7,1.2,11.3,Consistency_Warning,Marks_Success,General_Balanced
67.3,45.6,3.5,46.2,4.6,73.7,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
77.4,21.3,17.1,65.7,2.5,84.0,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
100.0,36.7,14.5,76.6,5.2,23.8,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Critical
58.7,36.8,5.6,69.7,1.9,60.3,Attendance_Critical,StudyHours_Critical,Marks_Critical
91.5,40.2,14.0,82.4,7.8,69.9,Combo_HighStudy_LowMarks,ScreenTime_Critical,General_Balanced
61.7,30.9,2.6,65.4,1.5,59.3,Attendance_Critical,StudyHours_Critical,Marks_Critical
52.2,80.2,6.5,58.2,5.1,25.9,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
86.0,89.6,9.9,61.5,4.7,10.8,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,ScreenTime_Warning
57.8,40.7,4.3,38.8,1.5,15.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
79.0,57.2,16.8,61.3,7.8,55.5,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
91.7,87.6,6.9,47.6,7.0,48.1,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
66.2,78.3,3.5,92.6,7.0,42.4,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
53.8,79.1,7.5,31.7,1.5,55.5,Attendance_Critical,StudyHours_Critical,General_Balanced
85.8,43.9,15.1,69.9,1.9,61.6,Combo_HighStudy_LowMarks,StudyHours_Success,General_Balanced
70.3,35.5,17.1,57.6,2.1,14.9,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
70.9,63.6,2.2,71.2,2.3,34.7,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
71.0,62.3,4.3,77.4,6.3,74.9,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
57.5,82.9,6.9,77.3,4.1,15.0,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
68.2,94.9,18.1,43.5,6.0,91.0,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
88.9,52.8,10.9,59.6,3.5,20.4,ScreenTime_Warning,Consistency_Warning,General_Balanced
56.0,91.0,9.1,47.2,3.1,77.4,Attendance_Critical,ScreenTime_Warning,Marks_Success
64.7,88.0,14.8,99.5,7.2,91.0,Attendance_Critical,ScreenTime_Critical,Marks_Success
66.5,76.5,15.3,49.6,5.8,25.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
63.6,47.9,11.7,81.4,3.1,15.1,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
72.5,33.4,13.3,46.5,6.9,10.9,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
61.1,66.3,5.8,39.5,1.7,81.8,Attendance_Critical,StudyHours_Critical,Consistency_Success
54.2,37.4,5.9,99.1,1.4,12.5,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
50.4,75.8,8.0,59.7,7.3,78.1,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
75.1,53.6,6.6,70.5,7.6,21.8,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
51.9,87.8,8.0,45.9,6.5,94.5,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
91.1,34.4,13.0,72.3,3.7,68.0,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Warning
79.1,72.4,12.0,93.5,6.5,16.0,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
87.3,54.6,16.8,94.0,4.3,46.2,ScreenTime_Warning,StudyHours_Success,General_Balanced
96.5,81.5,18.8,69.1,2.0,41.8,Attendance_Success,StudyHours_Success,Marks_Success
93.7,75.4,14.7,76.3,1.4,49.5,General_Balanced,General_Balanced,General_Balanced
68.3,25.2,4.1,53.8,6.0,97.1,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
89.6,47.8,12.1,51.5,7.6,96.6,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,ScreenTime_Critical
84.1,80.0,15.8,63.0,1.3,27.7,Attendance_Warning,Consistency_Warning,StudyHours_Success
84.0,69.5,13.5,34.3,5.7,56.9,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
63.4,28.5,17.5,56.6,7.2,45.1,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
67.0,51.6,12.5,83.7,2.7,12.3,Attendance_Critical,Consistency_Warning,General_Balanced
56.3,41.7,19.8,98.2,1.6,57.9,Combo_HighStudy_LowMarks,Attendance_Critical,StudyHours_Success
59.2,84.3,7.7,35.8,2.9,91.8,Attendance_Critical,StudyHours_Critical,Marks_Success
57.9,30.6,17.7,85.5,5.2,55.2,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
60.9,74.2,13.5,92.0,7.6,42.0,Attendance_Critical,ScreenTime_Critical,General_Balanced
50.9,53.4,16.6,33.6,5.7,87.8,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
62.9,34.1,9.3,68.4,4.8,69.8,Combo_HighScreen_LowHomework,Attendance_Critical,Marks_Critical
51.9,71.9,6.3,46.0,4.9,41.5,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
67.0,61.0,3.4,44.6,5.7,22.3,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
61.4,44.6,10.8,50.7,5.5,74.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
53.0,32.6,2.1,67.7,1.4,58.5,Attendance_Critical,StudyHours_Critical,Marks_Critical
59.8,80.9,2.7,92.1,6.8,35.2,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
64.5,25.0,18.8,86.3,5.5,38.6,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
96.2,55.5,16.1,45.8,6.7,48.6,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
93.7,93.2,7.9,65.0,7.0,45.6,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
93.1,74.2,16.8,56.8,6.5,68.3,Combo_HighScreen_LowHomework,ScreenTime_Critical,StudyHours_Success
82.7,36.6,7.8,46.2,1.5,97.7,Attendance_Warning,StudyHours_Critical,Marks_Critical
91.8,91.7,5.3,34.7,3.5,97.6,StudyHours_Critical,ScreenTime_Warning,Marks_Success
94.4,64.9,3.7,38.5,1.7,39.7,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
86.7,93.5,7.8,50.1,6.4,16.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
51.7,85.2,4.6,77.1,6.9,21.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
65.8,56.3,19.0,83.1,8.0,37.6,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
98.0,89.3,19.9,98.9,6.6,48.1,ScreenTime_Critical,Attendance_Success,StudyHours_Success
75.5,40.2,8.2,99.4,6.5,68.5,Attendance_Warning,ScreenTime_Critical,General_Balanced
59.3,42.7,5.6,68.7,5.5,19.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
